; http://www.exvalos.cz/soubory/File/SKF_kluzna_loziska.pdf
;Series;Model;?;ID;OD;L
PSM;10012080;A51;100;120;80
PSM;101408;A51;10;14;8
PSM;101410;A51;10;14;10
PSM;101416;A51;10;14;16
PSM;101608;A51;10;16;8
PSM;101610;A51;10;16;10
PSM;101616;A51;10;16;16
PSM;101620;A51;10;16;20
PSM;102220;A51;10;22;20
PSM;121608;A51;12;16;8
PSM;121612;A51;12;16;12
PSM;121620;A51;12;16;20
PSM;121808;A51;12;18;8
PSM;121812;A51;12;18;12
PSM;121816;A51;12;18;16
PSM;121820;A51;12;18;20
PSM;121825;A51;12;18;25
PSM;122525;A51;12;25;25
PSM;141810;A51;14;18;10
PSM;141814;A51;14;18;14
PSM;141820;A51;14;18;20
PSM;142010;A51;14;20;10
PSM;142012;A51;14;20;12
PSM;142014;A51;14;20;14
PSM;142020;A51;14;20;20
PSM;142030;A51;14;20;30
PSM;142830;A51;14;28;30
PSM;151910;A51;15;19;10
PSM;151915;A51;15;19;15
PSM;151925;A51;15;19;25
PSM;152010;A51;15;20;10
PSM;152015;A51;15;20;15
PSM;152020;A51;15;20;20
PSM;152025;A51;15;20;25
PSM;152030;A51;15;20;30
PSM;152110;A51;15;21;10
PSM;152115;A51;15;21;15
PSM;152125;A51;15;21;25
PSM;152216;A51;15;22;16
PSM;152220;A51;15;22;20
PSM;152230;A51;15;22;30
PSM;153030;A51;15;30;30
PSM;162012;A51;16;20;12
PSM;162016;A51;16;20;16
PSM;162025;A51;16;20;25
PSM;162212;A51;16;22;12
PSM;162216;A51;16;22;16
PSM;162220;A51;16;22;20
PSM;162225;A51;16;22;25
PSM;163230;A51;16;32;30
PSM;182212;A51;18;22;12
PSM;182218;A51;18;22;18
PSM;182230;A51;18;22;30
PSM;182412;A51;18;24;12
PSM;182418;A51;18;24;18
PSM;182430;A51;18;24;30
PSM;182516;A51;18;25;16
PSM;182520;A51;18;25;20
PSM;182530;A51;18;25;30
PSM;183530;A51;18;35;30
PSM;202515;A51;20;25;15
PSM;202520;A51;20;25;20
PSM;202525;A51;20;25;25
PSM;202530;A51;20;25;30
PSM;202615;A51;20;26;15
PSM;202620;A51;20;26;20
PSM;202625;A51;20;26;25
PSM;202630;A51;20;26;30
PSM;202820;A51;20;28;20
PSM;202830;A51;20;28;30
PSM;202840;A51;20;28;40
PSM;20404;A51;2;4;4
PSM;204040;A51;20;40;40
PSM;222320;A51;22;23;20
PSM;222715;A51;22;27;15
PSM;222720;A51;22;27;20
PSM;222725;A51;22;27;25
PSM;223230;A51;22;32;30
PSM;253020;A51;25;30;20
PSM;253025;A51;25;30;25
PSM;253030;A51;25;30;30
PSM;253220;A51;25;32;20
PSM;253225;A51;25;32;25
PSM;253230;A51;25;32;30
PSM;253232;A51;25;32;32
PSM;253235;A51;25;32;35
PSM;253525;A51;25;35;25
PSM;253535;A51;25;35;35
PSM;253550;A51;25;35;50
PSM;254535;A51;25;45;35
PSM;303520;A51;30;35;20
PSM;303525;A51;30;35;25
PSM;303530;A51;30;35;30
PSM;303820;A51;30;38;20
PSM;303825;A51;30;38;25
PSM;303830;A51;30;38;30
PSM;303840;A51;30;38;40
PSM;304030;A51;30;40;30
PSM;304045;A51;30;40;45
pSM;304060;A51;30;40;60
PSM;305060;A51;30;50;60
PSM;30804;A51;3;8;4
PSM;354125;A51;35;41;25
PSM;354135;A51;35;41;35
PSM;354140;A51;35;41;40
PSM;354525;A51;35;45;25
PSM;354535;A51;35;45;35
PSM;354540;A51;35;45;40
PSM;354550;A51;35;45;50
PSM;354570;A51;35;45;70
PSM;404630;A51;40;46;30
PSM;404640;A51;40;46;40
PSM;404650;A51;40;46;50
PSM;405030;A51;40;50;30
PSM;405040;A51;40;50;40
PSM;405050;A51;40;50;50
PSM;405060;A51;40;50;60
PSM;40708;A51;4;7;8
PSM;40804;A51;4;4;4
PSM;40806;A51;4;8;6
PSM;41008;A51;4;10;8
PSM;455135;A51;45;51;35
PSM;455145;A51;45;51;45
PSM;455155;A51;45;51;55
PSM;455535;A51;45;55;35
PSM;455545;A51;45;55;45
PSM;455555;A51;45;55;55
PSM;455560;A51;45;55;60
PSM;455565;A51;45;55;65
PSM;506035;A51;50;60;35
PSM;506050;A51;50;60;50
PSM;506070;A51;50;60;70
PSM;507070;A51;50;70;70
PSM;51006;A51;5;10;6
PSM;51008;A51;5;10;8
PSM;51010;A51;5;10;10
PSM;51210;A51;5;12;10
PSM;556540;A51;55;65;40
PSM;556555;A51;55;65;55
PSM;556570;A51;55;65;70
PSM;557070;A51;55;70;70
PSM;606850;A51;60;68;50
PSM;606860;A51;60;68;50
PSM;606870;A51;60;68;70
PSM;607050;A51;60;70;50
PSM;607060;A51;60;70;60
PSM;607250;A51;60;72;50
PSM;607260;A51;60;72;60
PSM;607270;A51;60;72;70
PSM;607560;A51;60;75;60
PSM;607590;A51;60;75;90
PSM;60904;A51;6;9;4
PSM;60906;A51;6;9;6
PSM;60910;A51;6;9;10
PSM;61004;A51;6;10;4
PSM;61006;A51;6;10;6
PSM;61010;A51;6;10;10
PSM;61206;A51;6;12;6
PSM;61208;A51;6;12;8
PSM;61212;A51;6;12;12
PSM;61412;A51;6;14;12
PSM;657560;A51;65;75;60
PSM;658060;A51;65;80;60
PSM;708060;A51;70;80;60
PSM;708560;A51;70;85;60
